ZONEID,TIMESTAMP,Hour,VAR78,VAR79,VAR134,VAR157,VAR164,VAR165,VAR166,VAR167,VAR169,VAR175,VAR178,VAR228
3,20130406 00:00,0,0.00300559,0.00062561,93522.4375,71.61036682,0.160339356,-0.681296349,-1.237959862,287.7519531,10912856,29153232,15224704,0.000284672
3,20130407 00:00,0,0.004760742,0.003064156,93179.3125,69.63986206,0.093185425,0.065588951,-0.195753098,287.8273926,13877570,27416400,17574160,0.000750542
3,20130408 00:00,0,0,0.000470161,93315.375,42.38597107,0.327362061,-0.967505455,2.354514122,290.8220215,16706944,25396432,19468176,0.000257522
3,20130409 00:00,0,0,0,93432.8125,49.6309967,0,-0.83443737,-0.377241135,289.9936523,15538467,25861312,18526416,0
3,20130410 00:00,0,0.002127647,0,93167.875,56.16633606,0.017433167,0.492481232,-0.487681389,290.1633301,16810720,25715040,19542960,0
3,20130411 00:00,0,0,0,93141.125,46.99636841,0,-0.268233299,0.476728439,291.8669434,15667762,25950912,18559792,0
3,20130412 00:00,0,0.003349304,0,93383.5625,78.22970581,0.104553223,0.127825737,-1.397906303,288.1408691,13545476,30027648,17001952,0.000687122
3,20130413 00:00,0,0,0.001594543,92833.9375,61.1366272,0.637268066,1.27984333,-2.600340843,290.1069336,17564896,25737440,20164400,0
3,20130414 00:00,0,0.000310898,0.000125885,92322.3125,44.7877655,0.010192871,0.907773018,-2.7703619,291.8083496,17828960,26432464,20116688,0
3,20130415 00:00,0,0.002075195,0.016382217,91878.75,51.42784119,0.456939697,3.823311806,-2.542870522,292.223877,16820896,26944112,19500128,0
3,20130416 00:00,0,0.20085907,0.000185966,92440.75,79.67030334,0.943817139,-1.382909775,1.852201462,284.9956055,11003013,28744144,14790551,0.002426147
3,20130417 00:00,0,0.003067017,0.008673668,92524,61.18791199,0.97897917,-0.288980484,-0.619049072,287.2980957,10791794,25843712,14268857,0.001306534
3,20130418 00:00,0,0.127510071,0,92397.9375,60.5088501,0.830307007,0.317254067,2.122462273,287.2617188,11941820,27057072,15050696,0.000291824
3,20130419 00:00,0,0,3.81E-05,92502.9375,47.4535675,0.158447266,0.428483009,9.099891663,282.6416016,12496580,24730688,15483682,0.000270367
3,20130420 00:00,0,0.078716755,0.003601074,92588.4375,68.57118225,0.866424561,-3.74085331,6.811235428,284.5383301,15560685,25875616,17717040,0.00248909
3,20130421 00:00,0,0,0,92304.0625,56.84057617,0,-0.312749863,-1.071323395,284.348877,12161814,23535808,15053287,8.15E-05
3,20130422 00:00,0,0.072982788,0,91794.9375,72.1315918,0.833679199,5.44618988,-1.782765388,283.9692383,15260012,26043024,17389856,0.001878738
3,20130423 00:00,0,0.006797791,5.44E-05,92143.4375,61.68406677,0.36026001,4.853901863,-0.357031822,286.5876465,12712871,24899360,15509060,5.28E-05
3,20130424 00:00,0,0,0,92646.8125,57.52687073,0,0.799581826,-1.303581238,284.4873047,12382718,23705504,14890996,0.000153482
3,20130425 00:00,0,0,0,92952.9375,51.01055908,0,1.130882263,-1.130125046,285.9099121,16625782,23131952,18197184,0
3,20130426 00:00,0,0.000297546,0,92968.25,48.94703674,0,1.323811531,-0.368527412,288.3442383,16297722,23204608,18107744,0
3,20130427 00:00,0,0,0,92889.4375,57.66914368,0,-0.074240148,-1.992572784,286.7797852,15895544,23621552,17933456,0
3,20130428 00:00,0,0,0.015088081,92591.5,33.95396423,1,3.277625084,-2.631957054,290.4418945,15415191,24367568,17154528,0
3,20130429 00:00,0,0.003471375,0.004989624,93070.375,56.97320557,0.261444092,0.931406975,-1.389235497,289.6486816,13671286,25182304,16182419,0
3,20130430 00:00,0,0.044581566,0.001553068,93283.1875,79.48023987,0.781047285,1.520161629,-2.803364754,287.3493652,10358534,29629952,13538820,0.005443573
3,20130501 00:00,0,0.025856018,0.005251832,92686.4375,67.15803528,0.631123424,0.613718092,-1.481789589,287.1394043,8333846,27711456,11840850,0.001722336
1,20130401 01:00,1,0.000762939,0,94776.6875,48.75672913,0.021911621,3.282762527,-1.56332016,291.2824707,2650028,1095673,2849846,0
1,20130402 01:00,1,3.81E-05,0.000446558,94625.1875,53.25483704,0.114013672,1.01940918,-0.473654807,291.0334473,2603906,1117100,2845110,0
1,20130403 01:00,1,0.25328064,0.00039196,95237.375,71.82287598,0.997314453,-2.677348137,1.344106674,286.6125488,818117.875,1337740,1440744,6.09E-05
1,20130404 01:00,1,0.114646912,0,95787.125,56.02442932,0.978515625,-3.452994347,-0.429594994,289.4782715,1261107,1316216,1804168,0
1,20130405 01:00,1,0.164556444,0,95954.1875,59.01171875,0.95993042,-0.734840393,-0.529655457,290.3933105,1427372,1308087,1936632,0
1,20130406 01:00,1,0.023070678,0.001514435,95609.375,61.82855225,0.070142746,-1.221766472,-1.412374496,291.0759277,2519735,1132246,2762923,0
1,20130407 01:00,1,0.014404297,0.010381699,95302,59.5173645,0.095825195,1.623680115,0.071048737,291.5388184,2485896,1133102,2728673,0
1,20130408 01:00,1,0.000225067,0.004107475,95470.125,44.56744385,0.930023193,-0.934715271,1.641364098,293.1186523,2454936,1124541,2684958,0
1,20130409 01:00,1,0,0,95595.4375,56.22470093,0,-1.168169975,-0.012562752,291.1960449,2484262,1119397,2708923,0
1,20130410 01:00,1,0.006725311,0.000347614,95335.75,60.20669556,0.042770386,0.632324219,-0.930218697,291.9162598,2447530,1158018,2684370,0
1,20130411 01:00,1,0.000183105,0,95285.75,53.52308655,0.040374756,0.647456169,-0.326075554,293.170166,2437886,1149000,2676749,0
1,20130412 01:00,1,0,0,95492,57.23100281,0,-0.368603706,-1.753171921,292.8461914,2407525,1162281,2659534,0
1,20130413 01:00,1,0.006500244,0.000137329,94953.125,58.17216492,0.23815918,2.405371666,-2.173093796,292.8662109,2410615,1143113,2629843,0
1,20130414 01:00,1,0,0.000816345,94425.875,45.09390259,0.255065918,2.785336494,-2.172235489,294.8334961,2369170,1177324,2621759,0
1,20130415 01:00,1,0.189201355,0.207443237,94064.9375,57.05825806,0.983497143,4.196978569,-1.631313324,292.2282715,994734.5625,1246899,1462609,0
1,20130416 01:00,1,0.238739014,6.68E-05,94561.8125,64.05566406,0.996154785,-3.100119591,-0.193100929,288.0056152,916161.625,1323939,1472672,7.63E-05
1,20130417 01:00,1,0.08204937,0.008899279,94618.375,56.77922058,0.999999225,-1.173558235,-0.888083458,289.6474609,2239926,1175416,2467559,8.72E-05
1,20130418 01:00,1,0.100131989,0.003190994,94470.625,60.76011658,0.55595398,1.255522728,1.138086319,289.7561035,1908053,1250470,2210158,0.000140846
1,20130419 01:00,1,0.00188446,0,94653.9375,42.80477905,0.097595215,-0.456835747,7.092764854,286.1259766,2283950,990281.5,2441596,0
1,20130420 01:00,1,0.086517334,0.001476288,94700.875,59.47998047,0.908966065,-4.162034988,5.696233749,286.7133789,1158851,1188354,1608513,0
1,20130421 01:00,1,0,0,94465.0625,53.74424744,0,0.245229721,-1.165411949,286.4433594,2323697,999922.0625,2472478,0
1,20130422 01:00,1,0.068374634,0,93916.3125,63.89642334,0.711791992,5.918937683,-2.113793373,286.7644043,1451535,1198494,1845902,0
1,20130423 01:00,1,0.077041626,0,94328.75,64.42160034,0.913116455,5.815386772,-1.016431808,287.9836426,1403153,1255963,1794181,0
1,20130424 01:00,1,8.77E-05,0,94803.0625,54.58624268,0,2.630572319,-1.388492584,286.9677734,2286983,981831.875,2413394,0
1,20130425 01:00,1,2.29E-05,0,95134.5625,52.61317444,0,2.763185501,-0.460725784,288.0671387,2238702,1010971.062,2400033,0
1,20130426 01:00,1,0,0,95162.1875,46.36726379,0,4.04246521,-1.431355476,291.1662598,2169718,1092803,2393682,0
1,20130427 01:00,1,0,0,95076.5,61.9442749,0,1.013240814,-1.922460556,288.9597168,2209937,1030317.562,2359225,0
1,20130428 01:00,1,0,0.010891914,94861.9375,38.03079224,1,4.679095268,-2.858405113,292.5703125,1924980,1142230,2198388,0
1,20130429 01:00,1,0.003601074,0.002590179,95232.75,54.92004395,0.381439209,3.50775528,-1.551971436,292.9375,1894956,1202446,2222913,0
1,20130430 01:00,1,0.102485657,0.009210587,95452.625,74.89186096,0.971282959,-0.311520577,-1.769049644,289.0546875,880780.6875,1362622,1390017,0
2,20130401 01:00,1,0.001144409,0,94213.6875,48.23231506,0.019744873,2.585863113,-2.005336761,290.8044434,2543372,1099241,2779126,0
2,20130402 01:00,1,0.000106812,0.000541449,94064.6875,51.95698547,0.052398682,0.096069336,-0.923239768,290.9052734,2580546,1101748,2840182,0
2,20130403 01:00,1,0.185943604,0.000480652,94681.375,60.06213379,1,-2.038187981,1.900014877,286.7158203,1030405.875,1331252,1612680,0
2,20130404 01:00,1,0.10018158,0,95241.125,56.12599182,0.924316406,-2.642569542,-1.059477806,289.0373535,1225971,1278168,1784296,0
2,20130405 01:00,1,0.193132341,0,95407.1875,59.30761719,0.937286377,-0.378395081,-0.406242371,289.8427734,1518604,1284215,2011896,0.000143856
2,20130406 01:00,1,0.033702239,0.004337311,95058.625,59.53167725,0.165693283,-0.805994988,-1.47621727,290.8562012,2504791,1117614,2762187,0
2,20130407 01:00,1,0.025165558,0.013633728,94749.25,56.71463013,0.178466797,1.262840271,0.04504776,291.2709961,2462536,1117078,2719121,0
2,20130408 01:00,1,0.002185822,0.00388813,94915.125,41.18951416,0.910675049,-1.05556488,1.867316246,293.1384277,2454168,1110861,2695310,0
2,20130409 01:00,1,0,0,95043.9375,53.33798218,0,-0.956377983,-0.421925545,291.1882324,2488566,1093805,2722075,0
2,20130410 01:00,1,0.028572083,0.00253582,94773.75,55.64907837,0.165939331,0.532714844,-1.097088814,292.1157227,2433482,1135642,2682146,0
2,20130411 01:00,1,0.000671387,0,94731.25,49.88929749,0.014846802,0.114619255,-0.411524773,293.170166,2431390,1134276,2685693,0
2,20130412 01:00,1,0,0,94952.25,60.27201843,0,0.166796684,-1.759641647,292.0454102,2392101,1138593,2662494,0
2,20130413 01:00,1,0.006607056,0.000167847,94397.625,56.5422821,0.312530518,2.271094322,-2.610105515,292.4631348,2408599,1123033,2636179,0
2,20130414 01:00,1,0,0.000763893,93878.375,45.73452759,0.241394043,2.26800251,-2.406366348,294.2058105,2365410,1153268,2630559,0
2,20130415 01:00,1,0.105636597,0.151851654,93508.4375,54.75552368,0.961875439,3.78340435,-1.739467621,292.2456055,1217998,1246875,1664145,8.83E-05
2,20130416 01:00,1,0.192047119,0.002446175,94017.3125,67.53808594,0.928131104,-2.61537838,-0.530503273,287.697998,969729.625,1309643,1510176,0.000118405
2,20130417 01:00,1,0.075785637,0.008871622,94074.875,56.23918152,0.999999225,-0.966282845,-1.262473106,289.3552246,2253078,1129288,2479671,0
2,20130418 01:00,1,0.102733612,0.003582001,93916.375,56.80406189,0.543884277,0.885771751,0.922998726,289.5339355,1592821,1281974,1970542,0
2,20130419 01:00,1,0.000724792,0,94059.1875,41.5430603,0.016998291,-0.382861137,8.238760948,285.666748,2290830,969721.5,2458620,0
2,20130420 01:00,1,0.086921692,0.001529694,94162.625,59.10888672,0.948516846,-3.310472488,5.826604843,286.0056152,1002947.438,1198050,1485569,0
2,20130421 01:00,1,0,0,93907.0625,53.96983337,0,0.403066635,-1.677741051,286.0678711,2321793,975410.0625,2482270,0
2,20130422 01:00,1,0.083229065,0,93354.0625,63.64447021,0.805938721,5.465934753,-1.938622475,286.3920898,1389743,1205494,1807246,0
2,20130423 01:00,1,0.081184387,0,93748.75,63.31710815,0.788513184,5.357134819,-0.986158371,287.8669434,1412177,1256355,1806341,0
2,20130424 01:00,1,8.77E-05,0,94229.8125,53.79718018,0,1.729449272,-1.81659317,286.6237793,2286343,963351.875,2421410,0
2,20130425 01:00,1,8.77E-05,0,94557.5625,50.06239319,0,2.064210892,-0.950838089,287.9401855,2237710,995195.0625,2408737,0
2,20130426 01:00,1,5.15E-05,0,94574.4375,41.96394348,0,2.625961304,-1.324299812,291.6025391,2166934,1090315,2401666,0
2,20130427 01:00,1,0,0,94513.75,58.77728271,0,0.503963471,-2.144140244,288.6933594,2213089,1008725.562,2366993,0
2,20130428 01:00,1,0,0.015862465,94293.6875,36.17141724,1,4.360125542,-2.820441246,292.2680664,1878516,1135406,2168468,0
2,20130429 01:00,1,0.008483887,0.002624512,94668.75,52.98059082,0.271789551,3.028995514,-1.817718506,292.5686035,1911756,1181142,2245281,0
2,20130430 01:00,1,0.11580658,0.006833076,94904.625,77.85768127,0.995178223,-0.189694405,-2.247321129,288.253418,817580.6875,1342854,1342113,0
3,20130401 01:00,1,0.001548767,0,92567.4375,50.65126038,0.023040771,1.941942215,-2.377407074,289.7265625,2394924,1084801,2669366,0
3,20130402 01:00,1,0,0.000520468,92420.4375,47.69526672,0.049591064,-0.369140625,-0.64687258,290.7873535,2547042,1069036,2825174,0
3,20130403 01:00,1,0.17616272,0.000570297,93031.375,59.31994629,1,-1.406107903,2.695425034,285.8984375,1251333,1290684,1795976,0
3,20130404 01:00,1,0.115318298,0,93588.625,57.59767151,0.89920044,-1.785269737,-1.555571556,288.2141113,1367859,1222776,1907944,0
3,20130405 01:00,1,0.094396532,2.43E-05,93769.1875,61.83496094,0.854736328,-0.341285706,-0.368766785,288.8183594,1564460,1263831,2047160,0
3,20130406 01:00,1,0.068290055,0.011131287,93416.375,56.93792725,0.430921555,-0.659998894,-1.767354965,290.1015625,2438871,1093190,2718411,0
3,20130407 01:00,1,0.041700363,0.015640259,93110,52.14138794,0.274398804,0.604515076,0.692508698,290.611084,2430712,1080934,2699585,0
3,20130408 01:00,1,0.008281708,0.004224777,93285.875,40.34088135,0.883148193,-1.068992615,2.935675621,292.3171387,2446136,1069869,2698078,0
3,20130409 01:00,1,0,0,93401.4375,49.52157593,0,-0.880084038,-0.610402107,290.7553711,2492038,1052029,2731611,0
3,20130410 01:00,1,0.051292419,0.004327297,93127.25,47.23208618,0.374404907,0.328857422,-0.368817329,292.0778809,2424538,1096190,2676882,0
3,20130411 01:00,1,0.001399994,0,93100.25,44.98695374,0.020187378,-0.366337776,0.027440071,292.8469238,2426174,1101116,2692237,0
3,20130412 01:00,1,0.000141144,0,93319.75,62.25737,0.005813599,0.516039848,-2.376585007,291.0068359,2376805,1091393,2660478,0
3,20130413 01:00,1,0.002986908,0.000198364,92755.875,54.34892273,0.304595947,2.294653893,-3.241697311,291.7976074,2412407,1082765,2641459,0
3,20130414 01:00,1,0,0.000333786,92259.625,44.84780884,0.102722168,2.094784737,-2.799432755,293.4433594,2356914,1117004,2631167,0
3,20130415 01:00,1,0.035980225,0.089862823,91887.4375,54.46939087,0.894629955,3.500201225,-1.927455902,291.6899414,1493934,1245419,1918193,0
3,20130416 01:00,1,0.153266907,0.019400597,92383.5625,74.234375,0.733337402,-1.812399864,-0.537827492,286.3354492,968225.625,1265395,1502880,0.000348657
3,20130417 01:00,1,0.068533897,0.009020396,92442.125,56.61515808,0.999999225,-0.773411751,-1.56056881,288.480957,2199318,1089288,2433831,0
3,20130418 01:00,1,0.118995667,0.002645493,92286.875,57.07164001,0.624511719,0.74441433,1.50551796,288.3635254,1233173,1271334,1696206,0
3,20130419 01:00,1,0.001319885,0.000534058,92388.9375,41.80770874,0.143554688,-0.169482231,9.799307823,284.4257812,2271182,948289.5,2449884,0
3,20130420 01:00,1,0.07636261,0.001121521,92537.625,68.00732422,0.96105957,-2.287157059,5.971136093,284.2246094,886755.4375,1198258,1390177,0
3,20130421 01:00,1,0,0,92247.0625,53.4405365,0,0.500234604,-2.144293785,285.3046875,2325089,932642.0625,2490286,0
3,20130422 01:00,1,0.046890259,0,91705.0625,63.86029053,0.601776123,4.829826355,-1.998070717,285.4406738,1320239,1214230,1778958,0
3,20130423 01:00,1,0.086250305,9.27E-05,92083.75,61.64718628,0.772827148,4.810259819,-0.63044548,287.4616699,1648497,1196163,1986469,0.000100248
3,20130424 01:00,1,5.34E-05,0,92557.5625,50.7678833,0,0.914263725,-2.049137115,286.0871582,2290247,929431.875,2427842,0
3,20130425 01:00,1,5.34E-05,0,92884.3125,48.14735413,0.01449585,1.874025345,-0.825471878,287.4873047,2240526,964707.0625,2416289,0
3,20130426 01:00,1,9.35E-05,0,92913.1875,39.11921692,0,2.065170288,-0.429768562,291.4521484,2168102,1067403,2408098,0
3,20130427 01:00,1,0,0,92853.75,50.43548584,0,0.194026947,-2.508520126,288.7971191,2220873,977597.5625,2373449,0
3,20130428 01:00,1,0,0.023569107,92646.6875,34.97122192,0.99710083,4.16017437,-3.041632652,291.3723145,1823300,1114942,2129252,0
3,20130429 01:00,1,0.005943298,0.000717163,93026.25,53.21105957,0.11730957,3.117862701,-1.946380615,291.8586426,1985132,1137646,2302657,0
3,20130430 01:00,1,0.150779724,0.020289421,93253.625,86.4065094,0.991241455,-0.31664753,-3.093390465,286.9077148,747244.6875,1309334,1285569,0.0001387
1,20130401 02:00,2,0.000584338,0,94713.4375,43.93481445,0.012664795,3.968340874,-1.725615501,292.7233887,5591490,2206098,5985933,0
1,20130402 02:00,2,0,0.000574589,94572.5,46.22142029,0.060089111,1.345869064,-0.855077744,292.7443848,5449771,2272879,5947923,0
1,20130403 02:00,2,0.254837036,0.00039196,95220.125,68.32159424,1,-2.657982826,0.887324333,287.0354004,1744437,2649392,3041832,0.00010848
1,20130404 02:00,2,0.219444275,0,95765.9375,53.99978638,1,-3.378452301,-0.675514221,289.9819336,2606440,2621473,3714908,0.000103116
1,20130405 02:00,2,0.190947771,0,95881.25,55.43811035,0.711068094,-1.171138763,-0.702973366,291.1958008,2942827,2669538,4002406,0.00024493
1,20130406 02:00,2,0.08927691,0.011684559,95529.625,49.21514893,0.519294143,-1.05369854,-1.385824203,292.2236328,5166828,2284157,5665468,0
1,20130407 02:00,2,0.061092377,0.009973526,95231.4375,49.75753784,0.495788574,1.86314106,1.308742523,292.8618164,5093298,2288906,5620548,7.13E-05
1,20130408 02:00,2,0.037788391,0.010075569,95418.125,38.45622253,0.951002121,-1.006717682,2.331873894,294.3554688,5018606,2292248,5520882,0
1,20130409 02:00,2,0.000114441,0,95535.6875,48.87962341,0,-1.169056892,-0.169298172,292.5788574,5229795,2247912,5678300,0
1,20130410 02:00,2,0.051776886,0.00394249,95251.125,51.14512634,0.183380127,1.190282822,-0.902679443,293.5888672,5023066,2319305,5517972,0
1,20130411 02:00,2,0.001102448,1.14E-05,95252.1875,46.65174866,0.001922607,0.099908829,-0.101745009,294.5473633,5128464,2322643,5611234,0
