ZONEID,TIMESTAMP,POWER
1,20120404 07:00,0.048589744
1,20120404 08:00,0.014423077
1,20120404 09:00,0.0000641
1,20120404 10:00,0
1,20120404 11:00,0
1,20120404 12:00,0
1,20120404 13:00,0
1,20120404 14:00,0
1,20120404 15:00,0
1,20120404 16:00,0
1,20120404 17:00,0
1,20120404 18:00,0
1,20120404 19:00,0
1,20120404 20:00,0
1,20120404 21:00,0.001346154
1,20120404 22:00,0.018397436
1,20120404 23:00,0.050641026
1,20120405 00:00,0.065833333
1,20120405 01:00,0.114807692
1,20120405 02:00,0.143910256
1,20120405 03:00,0.291666667
1,20120405 04:00,0.530576923
1,20120405 05:00,0.43474359
1,20120405 06:00,0.194487179
1,20120405 07:00,0.057179487
1,20120405 08:00,0.012564103
1,20120405 09:00,0.0000641
1,20120405 10:00,0
1,20120405 11:00,0
1,20120405 12:00,0
1,20120405 13:00,0
1,20120405 14:00,0
1,20120405 15:00,0
1,20120405 16:00,0
1,20120405 17:00,0
1,20120405 18:00,0
1,20120405 19:00,0
1,20120405 20:00,0
1,20120405 21:00,0.015897436
1,20120405 22:00,0.196153846
1,20120405 23:00,0.573717949
1,20120406 00:00,0.665961538
1,20120406 01:00,0.765705128
1,20120406 02:00,0.685769231
1,20120406 03:00,0.592051282
1,20120406 04:00,0.57025641
1,20120406 05:00,0.401153846
1,20120406 06:00,0.211410256
1,20120406 07:00,0.073846154
1,20120406 08:00,0.017371795
1,20120406 09:00,0.0000641
1,20120406 10:00,0
1,20120406 11:00,0
1,20120406 12:00,0
1,20120406 13:00,0
1,20120406 14:00,0
1,20120406 15:00,0
1,20120406 16:00,0
1,20120406 17:00,0
1,20120406 18:00,0
1,20120406 19:00,0
1,20120406 20:00,0
1,20120406 21:00,0.0125
1,20120406 22:00,0.248333333
1,20120406 23:00,0.646666667
1,20120407 00:00,0.78025641
1,20120407 01:00,0.829423077
1,20120407 02:00,0.813589744
1,20120407 03:00,0.758076923
1,20120407 04:00,0.641538462
1,20120407 05:00,0.4725
1,20120407 06:00,0.248782051
1,20120407 07:00,0.056217949
1,20120407 08:00,0.009166667
1,20120407 09:00,0.0000641
1,20120407 10:00,0
1,20120407 11:00,0
1,20120407 12:00,0
1,20120407 13:00,0
1,20120407 14:00,0
1,20120407 15:00,0
1,20120407 16:00,0
1,20120407 17:00,0
1,20120407 18:00,0
1,20120407 19:00,0
1,20120407 20:00,0
1,20120407 21:00,0.009166667
1,20120407 22:00,0.101410256
1,20120407 23:00,0.314615385
1,20120408 00:00,0.269102564
1,20120408 01:00,0.362820513
1,20120408 02:00,0.396923077
1,20120408 03:00,0.565576923
1,20120408 04:00,0.454294872
1,20120408 05:00,0.442948718
1,20120408 06:00,0.219935897
1,20120408 07:00,0.060320513
1,20120408 08:00,0.011730769
1,20120408 09:00,0
1,20120408 10:00,0
1,20120408 11:00,0
1,20120408 12:00,0
1,20120408 13:00,0
1,20120408 14:00,0
1,20120408 15:00,0
1,20120408 16:00,0
1,20120408 17:00,0
1,20120408 18:00,0
1,20120408 19:00,0
1,20120408 20:00,0
1,20120408 21:00,0.010064103
1,20120408 22:00,0.180961538
1,20120408 23:00,0.650833333
1,20120409 00:00,0.57
1,20120409 01:00,0.799679487
1,20120409 02:00,0.772179487
1,20120409 03:00,0.764358974
1,20120409 04:00,0.662564103
1,20120409 05:00,0.220064103
1,20120409 06:00,0.191602564
1,20120409 07:00,0.080192308
1,20120409 08:00,0.009935897
1,20120409 09:00,0
1,20120409 10:00,0
1,20120409 11:00,0
1,20120409 12:00,0
1,20120409 13:00,0
1,20120409 14:00,0
1,20120409 15:00,0
1,20120409 16:00,0
1,20120409 17:00,0
1,20120409 18:00,0
1,20120409 19:00,0
1,20120409 20:00,0
1,20120409 21:00,0.010320513
1,20120409 22:00,0.176474359
1,20120409 23:00,0.680448718
1,20120410 00:00,0.831153846
1,20120410 01:00,0.903974359
1,20120410 02:00,0.846346154
1,20120410 03:00,0.703269231
1,20120410 04:00,0.650064103
1,20120410 05:00,0.49275641
1,20120410 06:00,0.258653846
1,20120410 07:00,0.054166667
1,20120410 08:00,0.008269231
1,20120410 09:00,0
1,20120410 10:00,0
1,20120410 11:00,0
1,20120410 12:00,0
1,20120410 13:00,0
1,20120410 14:00,0
1,20120410 15:00,0
1,20120410 16:00,0
1,20120410 17:00,0
1,20120410 18:00,0
1,20120410 19:00,0
1,20120410 20:00,0
1,20120410 21:00,0.009615385
1,20120410 22:00,0.16224359
1,20120410 23:00,0.664679487
1,20120411 00:00,0.799551282
1,20120411 01:00,0.841474359
1,20120411 02:00,0.82275641
1,20120411 03:00,0.785641026
1,20120411 04:00,0.596538462
1,20120411 05:00,0.495576923
1,20120411 06:00,0.253782051
1,20120411 07:00,0.067051282
1,20120411 08:00,0.009102564
1,20120411 09:00,0
1,20120411 10:00,0
1,20120411 11:00,0
1,20120411 12:00,0
1,20120411 13:00,0
1,20120411 14:00,0
1,20120411 15:00,0
1,20120411 16:00,0
1,20120411 17:00,0
1,20120411 18:00,0
1,20120411 19:00,0
1,20120411 20:00,0
1,20120411 21:00,0.010192308
1,20120411 22:00,0.081025641
1,20120411 23:00,0.448717949
1,20120412 00:00,0.758974359
1,20120412 01:00,0.80025641
1,20120412 02:00,0.794807692
1,20120412 03:00,0.729871795
1,20120412 04:00,0.6275
1,20120412 05:00,0.453653846
1,20120412 06:00,0.232371795
1,20120412 07:00,0.048653846
1,20120412 08:00,0.007435897
1,20120412 09:00,0
1,20120412 10:00,0
1,20120412 11:00,0
1,20120412 12:00,0
1,20120412 13:00,0
1,20120412 14:00,0
1,20120412 15:00,0
1,20120412 16:00,0
1,20120412 17:00,0
1,20120412 18:00,0
1,20120412 19:00,0
1,20120412 20:00,0
1,20120412 21:00,0.008589744
1,20120412 22:00,0.135769231
1,20120412 23:00,0.627820513
1,20120413 00:00,0.739230769
1,20120413 01:00,0.791538462
1,20120413 02:00,0.791025641
1,20120413 03:00,0.72775641
1,20120413 04:00,0.617179487
1,20120413 05:00,0.430064103
1,20120413 06:00,0.21275641
1,20120413 07:00,0.062628205
1,20120413 08:00,0.006987179
1,20120413 09:00,0
1,20120413 10:00,0
1,20120413 11:00,0
1,20120413 12:00,0
1,20120413 13:00,0
1,20120413 14:00,0
1,20120413 15:00,0
1,20120413 16:00,0
1,20120413 17:00,0
1,20120413 18:00,0
1,20120413 19:00,0
1,20120413 20:00,0
1,20120413 21:00,0.014551282
1,20120413 22:00,0.122628205
1,20120413 23:00,0.312884615
1,20120414 00:00,0.246153846
1,20120414 01:00,0.161089744
1,20120414 02:00,0.309615385
1,20120414 03:00,0.220897436
1,20120414 04:00,0.176987179
1,20120414 05:00,0.129935897
1,20120414 06:00,0.117884615
1,20120414 07:00,0.047179487
1,20120414 08:00,0.005192308
1,20120414 09:00,0
1,20120414 10:00,0
1,20120414 11:00,0
1,20120414 12:00,0
1,20120414 13:00,0
1,20120414 14:00,0
1,20120414 15:00,0
1,20120414 16:00,0
1,20120414 17:00,0
1,20120414 18:00,0
1,20120414 19:00,0
1,20120414 20:00,0
1,20120414 21:00,0.011730769
1,20120414 22:00,0.211217949
1,20120414 23:00,0.576346154
1,20120415 00:00,0.700128205
1,20120415 01:00,0.767115385
1,20120415 02:00,0.772884615
1,20120415 03:00,0.683782051
1,20120415 04:00,0.371730769
1,20120415 05:00,0.333910256
1,20120415 06:00,0.141602564
1,20120415 07:00,0.071666667
1,20120415 08:00,0.010512821
1,20120415 09:00,0
1,20120415 10:00,0
1,20120415 11:00,0
1,20120415 12:00,0
1,20120415 13:00,0
1,20120415 14:00,0
1,20120415 15:00,0
1,20120415 16:00,0
1,20120415 17:00,0
1,20120415 18:00,0
1,20120415 19:00,0
1,20120415 20:00,0
1,20120415 21:00,0.008141026
1,20120415 22:00,0.112884615
1,20120415 23:00,0.606794872
1,20120416 00:00,0.705384615
1,20120416 01:00,0.760192308
1,20120416 02:00,0.748525641
1,20120416 03:00,0.696346154
1,20120416 04:00,0.601153846
1,20120416 05:00,0.44025641
1,20120416 06:00,0.23275641
1,20120416 07:00,0.056474359
1,20120416 08:00,0.005897436
1,20120416 09:00,0
1,20120416 10:00,0
1,20120416 11:00,0
1,20120416 12:00,0
1,20120416 13:00,0
1,20120416 14:00,0
1,20120416 15:00,0
1,20120416 16:00,0
1,20120416 17:00,0
1,20120416 18:00,0
1,20120416 19:00,0
1,20120416 20:00,0
1,20120416 21:00,0.009679487
1,20120416 22:00,0.196410256
1,20120416 23:00,0.605
1,20120417 00:00,0.746858974
1,20120417 01:00,0.805
1,20120417 02:00,0.803461538
1,20120417 03:00,0.584423077
1,20120417 04:00,0.339230769
1,20120417 05:00,0.214551282
1,20120417 06:00,0.151089744
1,20120417 07:00,0.063205128
1,20120417 08:00,0.005705128
1,20120417 09:00,0
1,20120417 10:00,0
1,20120417 11:00,0
1,20120417 12:00,0
1,20120417 13:00,0
1,20120417 14:00,0
1,20120417 15:00,0
1,20120417 16:00,0
1,20120417 17:00,0
1,20120417 18:00,0
1,20120417 19:00,0
1,20120417 20:00,0
1,20120417 21:00,0.001858974
1,20120417 22:00,0.045961538
1,20120417 23:00,0.084871795
1,20120418 00:00,0.321346154
1,20120418 01:00,0.343910256
1,20120418 02:00,0.341025641
1,20120418 03:00,0.306025641
1,20120418 04:00,0.15025641
1,20120418 05:00,0.167884615
1,20120418 06:00,0.065320513
1,20120418 07:00,0.013974359
1,20120418 08:00,0.001217949
1,20120418 09:00,0
1,20120418 10:00,0
1,20120418 11:00,0
1,20120418 12:00,0
1,20120418 13:00,0
1,20120418 14:00,0
1,20120418 15:00,0
1,20120418 16:00,0
1,20120418 17:00,0
1,20120418 18:00,0
1,20120418 19:00,0
1,20120418 20:00,0
1,20120418 21:00,0.001987179
1,20120418 22:00,0.032051282
1,20120418 23:00,0.106538462
1,20120419 00:00,0.1375
1,20120419 01:00,0.16775641
1,20120419 02:00,0.576410256
1,20120419 03:00,0.495641026
1,20120419 04:00,0.481987179
1,20120419 05:00,0.221346154
1,20120419 06:00,0.072435897
1,20120419 07:00,0.028782051
1,20120419 08:00,0.000448718
1,20120419 09:00,0
1,20120419 10:00,0
1,20120419 11:00,0
1,20120419 12:00,0
1,20120419 13:00,0
1,20120419 14:00,0
1,20120419 15:00,0
1,20120419 16:00,0
1,20120419 17:00,0
1,20120419 18:00,0
1,20120419 19:00,0
1,20120419 20:00,0
1,20120419 21:00,0.002628205
1,20120419 22:00,0.044935897
1,20120419 23:00,0.107948718
1,20120420 00:00,0.213974359
1,20120420 01:00,0.280192308
1,20120420 02:00,0.36775641
1,20120420 03:00,0.304166667
1,20120420 04:00,0.21775641
1,20120420 05:00,0.211538462
1,20120420 06:00,0.104102564
1,20120420 07:00,0.035320513
1,20120420 08:00,0.003589744
1,20120420 09:00,0
1,20120420 10:00,0
1,20120420 11:00,0
1,20120420 12:00,0
1,20120420 13:00,0
1,20120420 14:00,0
1,20120420 15:00,0
1,20120420 16:00,0
1,20120420 17:00,0
1,20120420 18:00,0
1,20120420 19:00,0
1,20120420 20:00,0
1,20120420 21:00,0.001858974
1,20120420 22:00,0.080448718
1,20120420 23:00,0.279615385
1,20120421 00:00,0.673974359
1,20120421 01:00,0.748589744
1,20120421 02:00,0.319935897
1,20120421 03:00,0.078461538
1,20120421 04:00,0.155320513
1,20120421 05:00,0.146025641
1,20120421 06:00,0.126410256
1,20120421 07:00,0.034935897
1,20120421 08:00,0.003717949
1,20120421 09:00,0
1,20120421 10:00,0
1,20120421 11:00,0
1,20120421 12:00,0
1,20120421 13:00,0
1,20120421 14:00,0
1,20120421 15:00,0
1,20120421 16:00,0
1,20120421 17:00,0
1,20120421 18:00,0
1,20120421 19:00,0
1,20120421 20:00,0
1,20120421 21:00,0.005
1,20120421 22:00,0.083974359
1,20120421 23:00,0.146666667
1,20120422 00:00,0.154615385
1,20120422 01:00,0.109615385
1,20120422 02:00,0.115897436
1,20120422 03:00,0.152307692
1,20120422 04:00,0.116474359
1,20120422 05:00,0.178141026
1,20120422 06:00,0.232307692
1,20120422 07:00,0.042564103
1,20120422 08:00,0.004038462
1,20120422 09:00,0
1,20120422 10:00,0
1,20120422 11:00,0
1,20120422 12:00,0
1,20120422 13:00,0
1,20120422 14:00,0
1,20120422 15:00,0
1,20120422 16:00,0
1,20120422 17:00,0
1,20120422 18:00,0
1,20120422 19:00,0
1,20120422 20:00,0
1,20120422 21:00,0.002948718
1,20120422 22:00,0.023589744
1,20120422 23:00,0.06775641
1,20120423 00:00,0.114423077
1,20120423 01:00,0.300641026
1,20120423 02:00,0.386410256
1,20120423 03:00,0.620192308
1,20120423 04:00,0.354166667
1,20120423 05:00,0.183269231
1,20120423 06:00,0.104294872
1,20120423 07:00,0.070320513
1,20120423 08:00,0.007371795
1,20120423 09:00,0
1,20120423 10:00,0
1,20120423 11:00,0
1,20120423 12:00,0
1,20120423 13:00,0
1,20120423 14:00,0
1,20120423 15:00,0
1,20120423 16:00,0
1,20120423 17:00,0
1,20120423 18:00,0
1,20120423 19:00,0
1,20120423 20:00,0
1,20120423 21:00,0.000576923
1,20120423 22:00,0.023653846
1,20120423 23:00,0.07775641
1,20120424 00:00,0.086410256
1,20120424 01:00,0.091602564
1,20120424 02:00,0.132115385
1,20120424 03:00,0.206858974
1,20120424 04:00,0.293717949
1,20120424 05:00,0.21224359
1,20120424 06:00,0.150064103
1,20120424 07:00,0.055576923
1,20120424 08:00,0.005
1,20120424 09:00,0
1,20120424 10:00,0
1,20120424 11:00,0
1,20120424 12:00,0
1,20120424 13:00,0
1,20120424 14:00,0
1,20120424 15:00,0
1,20120424 16:00,0
1,20120424 17:00,0
1,20120424 18:00,0
1,20120424 19:00,0
1,20120424 20:00,0
1,20120424 21:00,0.003525641
1,20120424 22:00,0.068589744
1,20120424 23:00,0.46025641
1,20120425 00:00,0.437307692
1,20120425 01:00,0.513974359
1,20120425 02:00,0.450576923
1,20120425 03:00,0.36525641
1,20120425 04:00,0.665384615
1,20120425 05:00,0.220192308
1,20120425 06:00,0.083333333
1,20120425 07:00,0.023269231
1,20120425 08:00,0.002948718
1,20120425 09:00,0
1,20120425 10:00,0
1,20120425 11:00,0
1,20120425 12:00,0
1,20120425 13:00,0
1,20120425 14:00,0
1,20120425 15:00,0
1,20120425 16:00,0
1,20120425 17:00,0
1,20120425 18:00,0
1,20120425 19:00,0
1,20120425 20:00,0
1,20120425 21:00,0.004615385
1,20120425 22:00,0.076987179
1,20120425 23:00,0.478012821
1,20120426 00:00,0.711730769
1,20120426 01:00,0.704102564
1,20120426 02:00,0.613910256
1,20120426 03:00,0.618782051
1,20120426 04:00,0.328974359
1,20120426 05:00,0.222692308
1,20120426 06:00,0.121666667
1,20120426 07:00,0.050128205
1,20120426 08:00,0.003782051
1,20120426 09:00,0
1,20120426 10:00,0
1,20120426 11:00,0
1,20120426 12:00,0
1,20120426 13:00,0
1,20120426 14:00,0
1,20120426 15:00,0
1,20120426 16:00,0
1,20120426 17:00,0
1,20120426 18:00,0
1,20120426 19:00,0
1,20120426 20:00,0
1,20120426 21:00,0.004615385
1,20120426 22:00,0.076987179
1,20120426 23:00,0.478012821
1,20120427 00:00,0.711730769
1,20120427 01:00,0.704102564
1,20120427 02:00,0.613910256
1,20120427 03:00,0.618782051
1,20120427 04:00,0.328974359
1,20120427 05:00,0.222692308
1,20120427 06:00,0.121666667
1,20120427 07:00,0.050128205
1,20120427 08:00,0.003782051
1,20120427 09:00,0
1,20120427 10:00,0
1,20120427 11:00,0
1,20120427 12:00,0
1,20120427 13:00,0
1,20120427 14:00,0
1,20120427 15:00,0
1,20120427 16:00,0
1,20120427 17:00,0
1,20120427 18:00,0
1,20120427 19:00,0
1,20120427 20:00,0
1,20120427 21:00,0.000897436
1,20120427 22:00,0.030448718
1,20120427 23:00,0.071346154
1,20120428 00:00,0.135769231
1,20120428 01:00,0.435641026
1,20120428 02:00,0.71025641
1,20120428 03:00,0.729935897
1,20120428 04:00,0.624935897
1,20120428 05:00,0.433846154
1,20120428 06:00,0.201987179
1,20120428 07:00,0.034615385
1,20120428 08:00,0.002628205
1,20120428 09:00,0
1,20120428 10:00,0
1,20120428 11:00,0
1,20120428 12:00,0
1,20120428 13:00,0
1,20120428 14:00,0
1,20120428 15:00,0
1,20120428 16:00,0
1,20120428 17:00,0
1,20120428 18:00,0
1,20120428 19:00,0
1,20120428 20:00,0
1,20120428 21:00,0.010448718
1,20120428 22:00,0.194551282
1,20120428 23:00,0.519615385
1,20120429 00:00,0.696987179
1,20120429 01:00,0.75474359
1,20120429 02:00,0.724679487
1,20120429 03:00,0.702371795
1,20120429 04:00,0.564679487
1,20120429 05:00,0.291987179
1,20120429 06:00,0.086153846
1,20120429 07:00,0.025128205
1,20120429 08:00,0.000576923
1,20120429 09:00,0
1,20120429 10:00,0
1,20120429 11:00,0
1,20120429 12:00,0
1,20120429 13:00,0
1,20120429 14:00,0
1,20120429 15:00,0
1,20120429 16:00,0
1,20120429 17:00,0
1,20120429 18:00,0
1,20120429 19:00,0
1,20120429 20:00,0
1,20120429 21:00,0.010448718
1,20120429 22:00,0.194551282
1,20120429 23:00,0.519615385
1,20120430 00:00,0.278782051
1,20120430 01:00,0.533397436
1,20120430 02:00,0.460512821
1,20120430 03:00,0.270320513
1,20120430 04:00,0.432628205
1,20120430 05:00,0.385512821
1,20120430 06:00,0.200384615
1,20120430 07:00,0.03775641
1,20120430 08:00,0.001858974
1,20120430 09:00,0
1,20120430 10:00,0
1,20120430 11:00,0
1,20120430 12:00,0
1,20120430 13:00,0
1,20120430 14:00,0
1,20120430 15:00,0
1,20120430 16:00,0
1,20120430 17:00,0
1,20120430 18:00,0
1,20120430 19:00,0
1,20120430 20:00,0
1,20120430 21:00,0.001538462
1,20120430 22:00,0.080961538
1,20120430 23:00,0.358525641
1,20120501 00:00,0.680961538
1,20120501 01:00,0.749166667
1,20120501 02:00,0.619294872
1,20120501 03:00,0.638589744
1,20120501 04:00,0.346987179
1,20120501 05:00,0.246858974
1,20120501 06:00,0.211025641
1,20120501 07:00,0.044423077
1,20120501 08:00,0.001730769
1,20120501 09:00,0
1,20120501 10:00,0
1,20120501 11:00,0
1,20120501 12:00,0
1,20120501 13:00,0
1,20120501 14:00,0
1,20120501 15:00,0
1,20120501 16:00,0
1,20120501 17:00,0
1,20120501 18:00,0
1,20120501 19:00,0
1,20120501 20:00,0
1,20120501 21:00,0.004551282
1,20120501 22:00,0.074615385
1,20120501 23:00,0.183910256
1,20120502 00:00,0.164423077
1,20120502 01:00,0.089423077
1,20120502 02:00,0.120961538
1,20120502 03:00,0.126153846
1,20120502 04:00,0.118461538
1,20120502 05:00,0.065320513
1,20120502 06:00,0.025384615
1,20120502 07:00,0.012948718
1,20120502 08:00,0.000576923
1,20120502 09:00,0
1,20120502 10:00,0
1,20120502 11:00,0
1,20120502 12:00,0
1,20120502 13:00,0
1,20120502 14:00,0
1,20120502 15:00,0
1,20120502 16:00,0
1,20120502 17:00,0
1,20120502 18:00,0
1,20120502 19:00,0
1,20120502 20:00,0
1,20120502 21:00,0.000769231
1,20120502 22:00,0.043397436
1,20120502 23:00,0.33474359
1,20120503 00:00,0.669423077
1,20120503 01:00,0.715128205
1,20120503 02:00,0.785320513
1,20120503 03:00,0.717564103
1,20120503 04:00,0.600897436
1,20120503 05:00,0.420576923
1,20120503 06:00,0.197564103
1,20120503 07:00,0.031346154
1,20120503 08:00,0.001858974
1,20120503 09:00,0
1,20120503 10:00,0
1,20120503 11:00,0
1,20120503 12:00,0
1,20120503 13:00,0
1,20120503 14:00,0
1,20120503 15:00,0
1,20120503 16:00,0
1,20120503 17:00,0
1,20120503 18:00,0
1,20120503 19:00,0
1,20120503 20:00,0
1,20120503 21:00,0.00775641
1,20120503 22:00,0.198910256
1,20120503 23:00,0.499166667
1,20120504 00:00,0.703397436
1,20120504 01:00,0.770192308
1,20120504 02:00,0.764935897
1,20120504 03:00,0.704358974
1,20120504 04:00,0.584871795
1,20120504 05:00,0.411025641
1,20120504 06:00,0.191987179
1,20120504 07:00,0.030128205
1,20120504 08:00,0.001730769
1,20120504 09:00,0
1,20120504 10:00,0
1,20120504 11:00,0
1,20120504 12:00,0
1,20120504 13:00,0
1,20120504 14:00,0
1,20120504 15:00,0
1,20120504 16:00,0
1,20120504 17:00,0
1,20120504 18:00,0
1,20120504 19:00,0
1,20120504 20:00,0
1,20120504 21:00,0.007820513
1,20120504 22:00,0.187051282
1,20120504 23:00,0.481346154
1,20120505 00:00,0.681858974
1,20120505 01:00,0.749487179
1,20120505 02:00,0.746858974
1,20120505 03:00,0.700961538
1,20120505 04:00,0.558333333
1,20120505 05:00,0.204294872
1,20120505 06:00,0.184358974
1,20120505 07:00,0.035
1,20120505 08:00,0.001794872
1,20120505 09:00,0
1,20120505 10:00,0
1,20120505 11:00,0
1,20120505 12:00,0
1,20120505 13:00,0
1,20120505 14:00,0
1,20120505 15:00,0
1,20120505 16:00,0
1,20120505 17:00,0
1,20120505 18:00,0
1,20120505 19:00,0
1,20120505 20:00,0
1,20120505 21:00,0.00025641
1,20120505 22:00,0.013076923
1,20120505 23:00,0.050833333
1,20120506 00:00,0.105384615
1,20120506 01:00,0.180192308
1,20120506 02:00,0.484102564
1,20120506 03:00,0.563269231
1,20120506 04:00,0.600448718
1,20120506 05:00,0.371923077
1,20120506 06:00,0.162564103
1,20120506 07:00,0.030897436
1,20120506 08:00,0.001282051
1,20120506 09:00,0
1,20120506 10:00,0
1,20120506 11:00,0
1,20120506 12:00,0
1,20120506 13:00,0
1,20120506 14:00,0
1,20120506 15:00,0
1,20120506 16:00,0
1,20120506 17:00,0
1,20120506 18:00,0
1,20120506 19:00,0
1,20120506 20:00,0
1,20120506 21:00,0.000320513
1,20120506 22:00,0.018910256
1,20120506 23:00,0.044679487
1,20120507 00:00,0.075128205
1,20120507 01:00,0.137628205
1,20120507 02:00,0.274102564
1,20120507 03:00,0.135128205
1,20120507 04:00,0.349679487
1,20120507 05:00,0.313653846
1,20120507 06:00,0.128012821
1,20120507 07:00,0.031923077
1,20120507 08:00,0.000897436
1,20120507 09:00,0
1,20120507 10:00,0
1,20120507 11:00,0
1,20120507 12:00,0
1,20120507 13:00,0
1,20120507 14:00,0
1,20120507 15:00,0
1,20120507 16:00,0
1,20120507 17:00,0
1,20120507 18:00,0
1,20120507 19:00,0
1,20120507 20:00,0
1,20120507 21:00,0.003525641
1,20120507 22:00,0.086474359
1,20120507 23:00,0.155961538
1,20120508 00:00,0.635769231
1,20120508 01:00,0.681858974
1,20120508 02:00,0.321025641
1,20120508 03:00,0.135128205
1,20120508 04:00,0.506217949
1,20120508 05:00,0.395512821
1,20120508 06:00,0.180705128
1,20120508 07:00,0.027948718
1,20120508 08:00,0.001282051
1,20120508 09:00,0
1,20120508 10:00,0
1,20120508 11:00,0
1,20120508 12:00,0
1,20120508 13:00,0
1,20120508 14:00,0
1,20120508 15:00,0
1,20120508 16:00,0
1,20120508 17:00,0
1,20120508 18:00,0
1,20120508 19:00,0
1,20120508 20:00,0
1,20120508 21:00,0.001602564
1,20120508 22:00,0.032564103
1,20120508 23:00,0.367307692
1,20120509 00:00,0.382435897
1,20120509 01:00,0.74724359
1,20120509 02:00,0.73025641
1,20120509 03:00,0.666153846
1,20120509 04:00,0.5475
1,20120509 05:00,0.381730769
1,20120509 06:00,0.174487179
1,20120509 07:00,0.026987179
1,20120509 08:00,0.001025641
1,20120509 09:00,0
1,20120509 10:00,0
1,20120509 11:00,0
1,20120509 12:00,0
1,20120509 13:00,0
1,20120509 14:00,0
1,20120509 15:00,0
1,20120509 16:00,0
1,20120509 17:00,0
1,20120509 18:00,0
1,20120509 19:00,0
1,20120509 20:00,0
1,20120509 21:00,0.001858974
1,20120509 22:00,0.155064103
1,20120509 23:00,0.406987179
1,20120510 00:00,0.632115385
1,20120510 01:00,0.731410256
1,20120510 02:00,0.701153846
1,20120510 03:00,0.615512821
1,20120510 04:00,0.498525641
1,20120510 05:00,0.381538462
1,20120510 06:00,0.174230769
1,20120510 07:00,0.027628205
1,20120510 08:00,0.000961538
1,20120510 09:00,0
1,20120510 10:00,0
1,20120510 11:00,0
1,20120510 12:00,0
1,20120510 13:00,0
1,20120510 14:00,0
1,20120510 15:00,0
1,20120510 16:00,0
1,20120510 17:00,0
1,20120510 18:00,0
1,20120510 19:00,0
1,20120510 20:00,0
1,20120510 21:00,0.000769231
1,20120510 22:00,0.030192308
1,20120510 23:00,0.198333333
1,20120511 00:00,0.656474359
1,20120511 01:00,0.724102564
1,20120511 02:00,0.737051282
1,20120511 03:00,0.684038462
1,20120511 04:00,0.592884615
1,20120511 05:00,0.40775641
1,20120511 06:00,0.18025641
1,20120511 07:00,0.031217949
1,20120511 08:00,0.001025641
1,20120511 09:00,0
1,20120511 10:00,0
1,20120511 11:00,0
1,20120511 12:00,0
1,20120511 13:00,0
1,20120511 14:00,0
1,20120511 15:00,0
1,20120511 16:00,0
1,20120511 17:00,0
1,20120511 18:00,0
1,20120511 19:00,0
1,20120511 20:00,0
1,20120511 21:00,0.001346154
1,20120511 22:00,0.07025641
1,20120511 23:00,0.232371795
1,20120512 00:00,0.511987179
1,20120512 01:00,0.561602564
1,20120512 02:00,0.609423077
1,20120512 03:00,0.515064103
1,20120512 04:00,0.482179487
1,20120512 05:00,0.3975
1,20120512 06:00,0.186602564
1,20120512 07:00,0.02724359
1,20120512 08:00,0.000897436
1,20120512 09:00,0
1,20120512 10:00,0
1,20120512 11:00,0
1,20120512 12:00,0
