ZONEID,Timestamp,Power
1,20130423 22:00,0.200192308
1,20130423 23:00,0.5775
1,20130424 00:00,0.720448718
1,20130424 01:00,0.795769231
1,20130424 02:00,0.793974359
1,20130424 03:00,0.723076923
1,20130424 04:00,0.613846154
1,20130424 05:00,0.437564103
1,20130424 06:00,0.214166667
1,20130424 07:00,0.041474359
1,20130424 08:00,0.003525641
1,20130424 09:00,0
1,20130424 10:00,0
1,20130424 11:00,0
1,20130424 12:00,0
1,20130424 13:00,0
1,20130424 14:00,0
1,20130424 15:00,0
1,20130424 16:00,0
1,20130424 17:00,0
1,20130424 18:00,0
1,20130424 19:00,0
1,20130424 20:00,0
1,20130424 21:00,0.007435897
1,20130424 22:00,0.189935897
1,20130424 23:00,0.550448718
1,20130425 00:00,0.706282051
1,20130425 01:00,0.780897436
1,20130425 02:00,0.770384615
1,20130425 03:00,0.708974359
1,20130425 04:00,0.597051282
1,20130425 05:00,0.427948718
1,20130425 06:00,0.185128205
1,20130425 07:00,0.041153846
1,20130425 08:00,0.005705128
1,20130425 09:00,0
1,20130425 10:00,0
1,20130425 11:00,0
1,20130425 12:00,0
1,20130425 13:00,0
1,20130425 14:00,0
1,20130425 15:00,0
1,20130425 16:00,0
1,20130425 17:00,0
1,20130425 18:00,0
1,20130425 19:00,0
1,20130425 20:00,0
1,20130425 21:00,0.006025641
1,20130425 22:00,0.076858974
1,20130425 23:00,0.467435897
1,20130426 00:00,0.696474359
1,20130426 01:00,0.768269231
1,20130426 02:00,0.765961538
1,20130426 03:00,0.696602564
1,20130426 04:00,0.583910256
1,20130426 05:00,0.406730769
1,20130426 06:00,0.198525641
1,20130426 07:00,0.036217949
1,20130426 08:00,0.003141026
1,20130426 09:00,0
1,20130426 10:00,0
1,20130426 11:00,0
1,20130426 12:00,0
1,20130426 13:00,0
1,20130426 14:00,0
1,20130426 15:00,0
1,20130426 16:00,0
1,20130426 17:00,0
1,20130426 18:00,0
1,20130426 19:00,0
1,20130426 20:00,0
1,20130426 21:00,0.008012821
1,20130426 22:00,0.198653846
1,20130426 23:00,0.535064103
1,20130427 00:00,0.698910256
1,20130427 01:00,0.760128205
1,20130427 02:00,0.763205128
1,20130427 03:00,0.708782051
1,20130427 04:00,0.549679487
1,20130427 05:00,0.422820513
1,20130427 06:00,0.200320513
1,20130427 07:00,0.036282051
1,20130427 08:00,0.003012821
1,20130427 09:00,0
1,20130427 10:00,0
1,20130427 11:00,0
1,20130427 12:00,0
1,20130427 13:00,0
1,20130427 14:00,0
1,20130427 15:00,0
1,20130427 16:00,0
1,20130427 17:00,0
1,20130427 18:00,0
1,20130427 19:00,0
1,20130427 20:00,0
1,20130427 21:00,0.00724359
1,20130427 22:00,0.085192308
1,20130427 23:00,0.388269231
1,20130428 00:00,0.498269231
1,20130428 01:00,0.583269231
1,20130428 02:00,0.713717949
1,20130428 03:00,0.702115385
1,20130428 04:00,0.606858974
1,20130428 05:00,0.402179487
1,20130428 06:00,0.204551282
1,20130428 07:00,0.037820513
1,20130428 08:00,0.002884615
1,20130428 09:00,0
1,20130428 10:00,0
1,20130428 11:00,0
1,20130428 12:00,0
1,20130428 13:00,0
1,20130428 14:00,0
1,20130428 15:00,0
1,20130428 16:00,0
1,20130428 17:00,0
1,20130428 18:00,0
1,20130428 19:00,0
1,20130428 20:00,0
1,20130428 21:00,0.007692308
1,20130428 22:00,0.164294872
1,20130428 23:00,0.466538462
1,20130429 00:00,0.652051282
1,20130429 01:00,0.691282051
1,20130429 02:00,0.674935897
1,20130429 03:00,0.219679487
1,20130429 04:00,0.249615385
1,20130429 05:00,0.175384615
1,20130429 06:00,0.072948718
1,20130429 07:00,0.014487179
1,20130429 08:00,0.000448718
1,20130429 09:00,0
1,20130429 10:00,0
1,20130429 11:00,0
1,20130429 12:00,0
1,20130429 13:00,0
1,20130429 14:00,0
1,20130429 15:00,0
1,20130429 16:00,0
1,20130429 17:00,0
1,20130429 18:00,0
1,20130429 19:00,0
1,20130429 20:00,0
1,20130429 21:00,0.000448718
1,20130429 22:00,0.019871795
1,20130429 23:00,0.194679487
1,20130430 00:00,0.183910256
1,20130430 01:00,0.311025641
1,20130430 02:00,0.5675
1,20130430 03:00,0.32474359
1,20130430 04:00,0.321282051
1,20130430 05:00,0.264038462
1,20130430 06:00,0.108141026
1,20130430 07:00,0.033205128
1,20130430 08:00,0.001794872
1,20130430 09:00,0
1,20130430 10:00,0
1,20130430 11:00,0
1,20130430 12:00,0
1,20130430 13:00,0
1,20130430 14:00,0
1,20130430 15:00,0
1,20130430 16:00,0
1,20130430 17:00,0
1,20130430 18:00,0
1,20130430 19:00,0
1,20130430 20:00,0
1,20130430 21:00,0.002307692
1,20130430 22:00,0.063076923
1,20130430 23:00,0.445384615
1,20130501 00:00,0.551217949
2,20130401 01:00,0.672307692
2,20130401 02:00,0.800283401
2,20130401 03:00,0.85194332
2,20130401 04:00,0.85451417
2,20130401 05:00,0.776639676
2,20130401 06:00,0.642408907
2,20130401 07:00,0.406497976
2,20130401 08:00,0.106194332
2,20130401 09:00,0
2,20130401 10:00,0
2,20130401 11:00,0
2,20130401 12:00,0
2,20130401 13:00,0
2,20130401 14:00,0
2,20130401 15:00,0
2,20130401 16:00,0
2,20130401 17:00,0
2,20130401 18:00,0
2,20130401 19:00,0
2,20130401 20:00,0
2,20130401 21:00,0.008441296
2,20130401 22:00,0.069534413
2,20130401 23:00,0.273340081
2,20130402 00:00,0.492307692
2,20130402 01:00,0.644817814
2,20130402 02:00,0.758825911
2,20130402 03:00,0.797125506
2,20130402 04:00,0.837813765
2,20130402 05:00,0.738906883
2,20130402 06:00,0.457246964
2,20130402 07:00,0.393724696
2,20130402 08:00,0.116153846
2,20130402 09:00,0
2,20130402 10:00,0
2,20130402 11:00,0
2,20130402 12:00,0
2,20130402 13:00,0
2,20130402 14:00,0
2,20130402 15:00,0
2,20130402 16:00,0
2,20130402 17:00,0
2,20130402 18:00,0
2,20130402 19:00,0
2,20130402 20:00,0
2,20130402 21:00,0.008279352
2,20130402 22:00,0.086093117
2,20130402 23:00,0.177510121
2,20130403 00:00,0.276295547
2,20130403 01:00,0.252064777
2,20130403 02:00,0.401923077
2,20130403 03:00,0.821518219
2,20130403 04:00,0.662408907
2,20130403 05:00,0.420931174
2,20130403 06:00,0.504129555
2,20130403 07:00,0.275080972
2,20130403 08:00,0.03840081
2,20130403 09:00,0
2,20130403 10:00,0
2,20130403 11:00,0
2,20130403 12:00,0
2,20130403 13:00,0
2,20130403 14:00,0
2,20130403 15:00,0
2,20130403 16:00,0
2,20130403 17:00,0
2,20130403 18:00,0
2,20130403 19:00,0
2,20130403 20:00,0
2,20130403 21:00,0.011295547
2,20130403 22:00,0.088076923
2,20130403 23:00,0.268866397
2,20130404 00:00,0.397064777
2,20130404 01:00,0.270708502
2,20130404 02:00,0.221174089
2,20130404 03:00,0.139493927
2,20130404 04:00,0.161882591
2,20130404 05:00,0.207469636
2,20130404 06:00,0.230748988
2,20130404 07:00,0.156153846
2,20130404 08:00,0.022388664
2,20130404 09:00,0
2,20130404 10:00,0
2,20130404 11:00,0
2,20130404 12:00,0
2,20130404 13:00,0
2,20130404 14:00,0
2,20130404 15:00,0
2,20130404 16:00,0
2,20130404 17:00,0
2,20130404 18:00,0
2,20130404 19:00,0
2,20130404 20:00,0
2,20130404 21:00,0.006032389
2,20130404 22:00,0.058603239
2,20130404 23:00,0.183987854
2,20130405 00:00,0.253765182
2,20130405 01:00,0.467064777
2,20130405 02:00,0.475526316
2,20130405 03:00,0.674838057
2,20130405 04:00,0.707348178
2,20130405 05:00,0.795222672
2,20130405 06:00,0.598360324
2,20130405 07:00,0.454271255
2,20130405 08:00,0.026680162
2,20130405 09:00,0
2,20130405 10:00,0
2,20130405 11:00,0
2,20130405 12:00,0
2,20130405 13:00,0
2,20130405 14:00,0
2,20130405 15:00,0
2,20130405 16:00,0
2,20130405 17:00,0
2,20130405 18:00,0
2,20130405 19:00,0
2,20130405 20:00,0
2,20130405 21:00,0.00562753
2,20130405 22:00,0.057125506
2,20130405 23:00,0.262611336
2,20130406 00:00,0.439797571
2,20130406 01:00,0.557975709
2,20130406 02:00,0.592064777
2,20130406 03:00,0.362550607
2,20130406 04:00,0.637813765
2,20130406 05:00,0.714412955
2,20130406 06:00,0.462773279
2,20130406 07:00,0.099777328
2,20130406 08:00,0.001842105
2,20130406 09:00,0
2,20130406 10:00,0
2,20130406 11:00,0
2,20130406 12:00,0
2,20130406 13:00,0
2,20130406 14:00,0
2,20130406 15:00,0
2,20130406 16:00,0
2,20130406 17:00,0
2,20130406 18:00,0
2,20130406 19:00,0
2,20130406 20:00,0
2,20130406 21:00,0.006417004
2,20130406 22:00,0.061518219
2,20130406 23:00,0.258927126
2,20130407 00:00,0.483259109
2,20130407 01:00,0.641032389
2,20130407 02:00,0.741153846
2,20130407 03:00,0.785607287
2,20130407 04:00,0.78757085
2,20130407 05:00,0.506052632
2,20130407 06:00,0.537206478
2,20130407 07:00,0.28062753
2,20130407 08:00,0.015222672
2,20130407 09:00,0
2,20130407 10:00,0
2,20130407 11:00,0
2,20130407 12:00,0
2,20130407 13:00,0
2,20130407 14:00,0
2,20130407 15:00,0
2,20130407 16:00,0
2,20130407 17:00,0
2,20130407 18:00,0
2,20130407 19:00,0
2,20130407 20:00,0
2,20130407 21:00,0.008299595
2,20130407 22:00,0.06582996
2,20130407 23:00,0.262165992
2,20130408 00:00,0.431396761
2,20130408 01:00,0.628441296
2,20130408 02:00,0.697874494
2,20130408 03:00,0.790587045
2,20130408 04:00,0.69194332
2,20130408 05:00,0.292712551
2,20130408 06:00,0.327651822
2,20130408 07:00,0.061133603
2,20130408 08:00,0.019089069
2,20130408 09:00,0
2,20130408 10:00,0
2,20130408 11:00,0
2,20130408 12:00,0
2,20130408 13:00,0
2,20130408 14:00,0
2,20130408 15:00,0
2,20130408 16:00,0
2,20130408 17:00,0
2,20130408 18:00,0
2,20130408 19:00,0
2,20130408 20:00,0
2,20130408 21:00,0.006275304
2,20130408 22:00,0.063603239
2,20130408 23:00,0.260263158
2,20130409 00:00,0.479797571
2,20130409 01:00,0.633218623
2,20130409 02:00,0.738198381
2,20130409 03:00,0.781619433
2,20130409 04:00,0.774271255
2,20130409 05:00,0.714838057
2,20130409 06:00,0.494311741
2,20130409 07:00,0.224939271
2,20130409 08:00,0.011194332
2,20130409 09:00,0
2,20130409 10:00,0
2,20130409 11:00,0
2,20130409 12:00,0
2,20130409 13:00,0
2,20130409 14:00,0
2,20130409 15:00,0
2,20130409 16:00,0
2,20130409 17:00,0
2,20130409 18:00,0
2,20130409 19:00,0
2,20130409 20:00,0
2,20130409 21:00,0.006417004
2,20130409 22:00,0.062206478
2,20130409 23:00,0.255931174
2,20130410 00:00,0.473603239
2,20130410 01:00,0.629008097
2,20130410 02:00,0.732753036
2,20130410 03:00,0.763522267
2,20130410 04:00,0.756093117
2,20130410 05:00,0.681497976
2,20130410 06:00,0.39062753
2,20130410 07:00,0.28417004
2,20130410 08:00,0.032388664
2,20130410 09:00,0
2,20130410 10:00,0
2,20130410 11:00,0
2,20130410 12:00,0
2,20130410 13:00,0
2,20130410 14:00,0
2,20130410 15:00,0
2,20130410 16:00,0
2,20130410 17:00,0
2,20130410 18:00,0
2,20130410 19:00,0
2,20130410 20:00,0
2,20130410 21:00,0.006680162
2,20130410 22:00,0.06437247
2,20130410 23:00,0.255748988
2,20130411 00:00,0.469919028
2,20130411 01:00,0.617105263
2,20130411 02:00,0.705323887
2,20130411 03:00,0.757631579
2,20130411 04:00,0.749190283
2,20130411 05:00,0.653178138
2,20130411 06:00,0.346963563
2,20130411 07:00,0.034048583
2,20130411 08:00,0.007692308
2,20130411 09:00,0
2,20130411 10:00,0
2,20130411 11:00,0
2,20130411 12:00,0
2,20130411 13:00,0
2,20130411 14:00,0
2,20130411 15:00,0
2,20130411 16:00,0
2,20130411 17:00,0
2,20130411 18:00,0
2,20130411 19:00,0
2,20130411 20:00,0
2,20130411 21:00,0.006518219
2,20130411 22:00,0.091497976
2,20130411 23:00,0.26048583
2,20130412 00:00,0.455465587
2,20130412 01:00,0.611356275
2,20130412 02:00,0.723218623
2,20130412 03:00,0.740222672
2,20130412 04:00,0.665404858
2,20130412 05:00,0.690101215
2,20130412 06:00,0.5601417
2,20130412 07:00,0.34048583
2,20130412 08:00,0.052246964
2,20130412 09:00,0
2,20130412 10:00,0
2,20130412 11:00,0
2,20130412 12:00,0
2,20130412 13:00,0
2,20130412 14:00,0
2,20130412 15:00,0
2,20130412 16:00,0
2,20130412 17:00,0
2,20130412 18:00,0
2,20130412 19:00,0
2,20130412 20:00,0
2,20130412 21:00,0.005526316
2,20130412 22:00,0.063684211
2,20130412 23:00,0.252874494
2,20130413 00:00,0.485809717
2,20130413 01:00,0.655283401
2,20130413 02:00,0.544433198
2,20130413 03:00,0.717813765
2,20130413 04:00,0.709757085
2,20130413 05:00,0.603663968
2,20130413 06:00,0.396376518
2,20130413 07:00,0.108724696
2,20130413 08:00,0.016518219
2,20130413 09:00,0
2,20130413 10:00,0
2,20130413 11:00,0
2,20130413 12:00,0
2,20130413 13:00,0
2,20130413 14:00,0
2,20130413 15:00,0
2,20130413 16:00,0
2,20130413 17:00,0
2,20130413 18:00,0
2,20130413 19:00,0
2,20130413 20:00,0
2,20130413 21:00,0.005161943
2,20130413 22:00,0.073663968
2,20130413 23:00,0.220283401
2,20130414 00:00,0.388765182
2,20130414 01:00,0.528643725
2,20130414 02:00,0.578441296
2,20130414 03:00,0.833299595
